pred_sithick,risk,ist,sob,mlotst,siage,usi,vsi,sithick
0.6703058276169471,False,-20.653404,34.346886,60.843464,0.06494965,-0.00010974,2.8e-05,0.6526787
0.7267481542094331,False,-20.520424,34.451107,64.99683,0.07396649,-0.000209536,3.26e-05,0.67390823
0.6932003107717355,False,-20.347685,34.492764,65.86703,0.0698203,-0.00037808,6.31e-05,0.70891565
0.7245601762947989,False,-20.091267,34.506092,62.194263,0.06224563,-0.000497385,0.000125365,0.7351557
0.8387316846569663,False,-19.687489,34.530144,61.626045,0.06503631,-0.000579602,0.000185571,0.7382856
0.9580244172012097,False,-19.67803,34.645184,62.40194,0.08626319,-0.000607681,0.000191793,0.7754873
0.8445917320832572,False,-19.993378,34.695286,61.12918,0.08830737,-0.000586277,0.00018377,0.8311935
0.9110670043085166,False,-20.35933,34.742474,64.91338,0.09528906,-0.000558649,0.000128692,0.8500025
0.9155351663654622,False,-20.930872,34.76624,61.812542,0.09764503,-0.00051021,0.000192188,0.88327664
0.9837147528387079,False,-20.964859,34.80881,68.844574,0.09712754,-0.000421018,0.000137279,0.8813278
1.1973454391370502,True,-21.482264,34.828854,64.67392,0.12978753,-0.000357052,0.000212922,0.9472184
1.1777716018014632,False,-21.458286,34.836025,55.484425,0.12105814,-0.000305779,0.00017493,0.996277
1.1999094807515827,False,-21.514536,34.85709,64.25502,0.1340396,-0.000188392,0.000241674,1.07805
1.2207576161037172,False,-21.813492,34.857624,51.015,0.12591253,2.26e-05,0.000895327,1.247812
1.2171797412403529,False,-21.6645,34.860493,44.294933,0.10425703,0.000476155,0.001697548,1.1859907
0.9663152551391663,False,-20.834187,34.860664,48.531105,0.07737793,0.000756213,0.001774261,1.0119566
0.9084683744970615,False,-21.066498,34.864502,55.669994,0.060046956,0.000763057,0.002710841,0.9383983
0.8440486397406731,False,-20.643152,34.888107,58.864178,0.058981095,0.000926509,0.003350999,0.82301104
0.8551058848390823,False,-20.674267,34.915592,59.462704,0.06081093,0.00112559,0.003781576,0.807816
0.8604319669941907,False,-20.752829,34.920525,59.86817,0.06255856,0.001326417,0.004148497,0.8255045
0.838833252380347,False,-20.586159,34.922173,58.868114,0.058003124,0.001531052,0.004413626,0.82048416
0.86170342067883,False,-20.796646,34.921787,56.570015,0.058205597,0.001762506,0.004641235,0.86457163
0.8684140669363439,False,-20.644505,34.92145,53.59601,0.059058297,0.002046386,0.004822778,0.842342
0.9261856193761823,False,-21.021263,34.9203,50.089035,0.061378658,0.002349744,0.00504246,0.900243
0.9045916606813773,False,-20.909586,34.919632,47.221954,0.061411284,0.002682418,0.005243999,0.90111136
0.959949071265975,False,-21.102041,34.918446,44.340466,0.05831864,0.0030884,0.005418683,0.95049185
0.8889581034605097,False,-20.930471,34.9176,41.886536,0.056890737,0.003529432,0.005588912,0.9521271
0.929178608987302,False,-20.962673,34.91787,39.904007,0.056937832,0.00396196,0.005834384,0.93995315
0.9540310936506295,False,-20.9845,34.917305,39.606003,0.058129027,0.00443357,0.00604296,0.9795136
0.9814180216313817,False,-21.057354,34.918995,39.19734,0.05806578,0.004968084,0.006201008,1.0033112
0.9858412989676038,False,-21.130167,34.920624,37.925148,0.055140126,0.005557268,0.006376401,1.0051017
0.9935077876699946,False,-21.218388,34.921734,37.02783,0.055357423,0.006149415,0.006628946,1.0194938
0.9916946023625932,False,-21.187939,34.921276,37.056576,0.05670196,0.006760512,0.006955506,0.9996165
0.9830100270229244,False,-21.152153,34.92104,38.41436,0.05750019,0.007429791,0.007294491,0.96904284
0.9870291093424659,False,-21.27459,34.920982,37.00235,0.05755307,0.008145065,0.00764096,1.00982
1.006596723541675,False,-21.275404,34.920277,33.46402,0.05725085,0.00887158,0.008000811,1.06208
1.014090615470191,False,-21.35568,34.92172,30.731976,0.05820968,0.009587315,0.008392958,1.0881422
0.9751478309406763,False,-21.354744,34.92128,28.838541,0.058880925,0.010321078,0.008825298,1.0544468
0.9917594395302279,False,-21.348005,34.919605,27.089848,0.05907125,0.011136039,0.009379319,1.0395123
0.9452463663273144,False,-21.322226,34.916073,26.161228,0.059082024,0.0120373,0.0100334,1.0386744
0.9679103203231221,False,-21.407413,34.914703,24.021816,0.059383135,0.012929742,0.010747077,1.0421419
0.9211633295093997,False,-21.386877,34.91544,21.660078,0.059477214,0.013878075,0.011581261,1.0278807
0.8647970232921718,False,-21.394451,34.916626,18.894373,0.0622907,0.015019199,0.012791182,1.0029864
0.8600570623014105,False,-21.489605,34.91994,23.252836,0.066593416,0.016237604,0.014249622,1.0021305
0.8739132894732461,False,-21.581732,34.914356,33.642025,0.07145811,0.017415086,0.015705187,0.997523
0.9013568454938969,False,-21.644773,34.91848,44.06186,0.075183,0.018855296,0.017486311,0.98143405
0.8619757270729022,False,-21.75338,34.91666,56.592125,0.078112744,0.020671245,0.020254195,0.971179
0.8919296256260555,False,-21.863705,34.913586,61.151054,0.082487576,0.022271752,0.023073165,0.9661008
0.893603302035147,False,-21.922512,34.914856,63.534893,0.09023022,0.02348072,0.02556259,0.95284665
0.8515783265118393,False,-21.970276,34.918087,74.33428,0.09643175,0.024570258,0.028117642,0.94254875
0.8470048731239822,False,-22.003286,34.918015,73.55636,0.099648565,0.025501419,0.030848544,0.9332273
0.859110614119649,False,-21.978184,34.920284,78.49516,0.101035,0.02629022,0.033768255,0.92354614
0.8451230204745077,False,-21.972677,34.921356,86.16238,0.102657996,0.026996728,0.036799714,0.9098233
0.818708471907784,False,-21.934519,34.926674,101.38875,0.10326378,0.027591538,0.039963022,0.8985891
0.7654056468912925,False,-21.896238,34.917667,108.18911,0.10226812,0.028065639,0.043222923,0.8828018
0.7294737111450574,False,-21.86194,34.910847,109.77157,0.10229456,0.028415598,0.046655398,0.86502874
0.7378431878601072,False,-21.839684,34.905846,104.93352,0.10013547,0.028635982,0.050190296,0.85015994
0.7687226222337149,False,-21.81587,34.909073,98.88338,0.09759834,0.028710818,0.05387233,0.8258378
0.7674821147949004,False,-21.820074,34.91014,98.852745,0.092190534,0.02867479,0.05765067,0.8190208
0.774267126296295,False,-21.78869,34.91104,101.56726,0.09022191,0.028514018,0.061580047,0.7968071
0.759103435870587,False,-21.762941,34.91129,99.233086,0.08954146,0.028218254,0.065695785,0.7776706
0.738682241730088,False,-21.748928,34.911934,92.18211,0.08838059,0.027812352,0.070055954,0.7669976
0.738682241730088,False,-21.756466,34.911007,86.782425,0.08813355,0.027292626,0.07461575,0.7603832
0.7358538883082781,False,-21.734524,34.910538,80.679504,0.08849029,0.026650721,0.079380944,0.7481125
0.7260934974775602,False,-21.700274,34.91168,75.49527,0.088078365,0.025881555,0.08430594,0.73661005
0.6350556956825959,False,-21.678526,34.90857,68.56319,0.08597792,0.025029805,0.089221895,0.7293907
0.6169843294702043,False,-21.625172,34.900078,62.804314,0.082897335,0.024151674,0.09393595,0.7215457
0.5863120750295419,False,-21.592257,34.898067,58.441795,0.08083788,0.02327163,0.098281175,0.71409124
0.5865778069071176,False,-21.67823,34.88639,55.55556,0.079802126,0.022413068,0.102192506,0.70675594
0.5801344820446884,False,-21.797213,34.893616,55.494785,0.0801262,0.021603068,0.105657384,0.6924314
0.5960607965839848,False,-21.838543,34.888336,56.67387,0.07851729,0.020836148,0.10870807,0.67911386
0.5998327453712518,False,-21.873728,34.892754,57.546783,0.07896456,0.02008535,0.111393675,0.6692239
0.5998690442734403,False,-21.847914,34.897808,57.97602,0.07974628,0.019342901,0.11377604,0.6565826
0.5818100148489908,False,-21.820833,34.931725,58.70295,0.079100035,0.018638326,0.11584267,0.6453581
0.5738747886241987,False,-21.680182,34.934284,58.874252,0.07722824,0.017964933,0.11762561,0.63185674
0.5518635314133982,False,-21.550777,34.928986,57.815598,0.07567625,0.017325457,0.1191789,0.62694925
0.5264470246455619,False,-21.556149,34.934265,56.789085,0.07384398,0.01674505,0.12048985,0.6188258
0.5297647641636838,False,-21.52097,34.93549,56.19149,0.07397005,0.01624608,0.12155749,0.60959184
0.539077854203223,False,-21.476843,34.93722,54.52887,0.074996024,0.015836447,0.12243667,0.60315466
0.5395031815677234,False,-21.494425,34.937622,53.141083,0.07502916,0.015511731,0.123176694,0.6038695
0.5239098286574776,False,-21.446167,34.935383,51.408737,0.074091196,0.015249286,0.12381879,0.60006326
0.5014592499210778,False,-21.388458,34.932995,50.578293,0.07307833,0.015027387,0.12441734,0.593509
0.5036325006859227,False,-21.38692,34.932995,49.67164,0.07295696,0.014832675,0.125011,0.5850166
0.5009550171742267,False,-21.398771,34.939934,48.807365,0.07219387,0.014670182,0.12562054,0.57523113
0.490651785458685,False,-21.399311,34.94264,48.967636,0.07061655,0.014550885,0.12626348,0.5682888
0.4616033560921379,False,-21.375832,34.9425,49.475685,0.06882291,0.014506821,0.12692344,0.5611491
0.47818664978949693,False,-21.325203,34.942707,50.3152,0.0671581,0.014529811,0.1275832,0.5486275
0.4817232562720669,False,-21.355461,34.945034,51.17491,0.067632355,0.0145995,0.1282631,0.5423061
0.49546535455598323,False,-21.450321,34.945248,51.381866,0.07041629,0.014707739,0.12894244,0.5422389
0.498389720840507,False,-21.489069,34.944695,51.623947,0.070994124,0.014828372,0.12959318,0.5371605
0.49587687929197083,False,-21.50952,34.946915,51.719315,0.0704374,0.014948521,0.13015497,0.5299546
0.49514041770812883,False,-21.520836,34.94631,51.330753,0.0694175,0.015050552,0.13063747,0.52102494
0.4928565737000934,False,-21.563116,34.949295,51.45708,0.067641966,0.015127691,0.13101706,0.5148855
0.4909516636497608,False,-21.599825,34.952023,52.120636,0.06674045,0.015165846,0.13125381,0.5073309
0.4909516636497608,False,-21.612026,34.955784,54.485695,0.067851536,0.015160115,0.13136026,0.5000539
0.493078159228012,False,-21.702694,34.958374,54.944584,0.06908778,0.015097926,0.13140345,0.49543706
0.49279906703848253,False,-21.793058,34.962933,55.54795,0.06946046,0.014997218,0.1313626,0.4915636
0.48865523938709615,False,-21.80261,34.96723,56.591393,0.06848836,0.014904338,0.1312775,0.5048889
0.49146304400394314,False,-21.742249,34.97342,57.596497,0.068912335,0.014783426,0.13113347,0.48024613
0.49222716950614165,False,-21.6702,34.973213,57.45891,0.06956523,0.01461754,0.13093072,0.45958835
0.455204328480185,False,-21.620365,34.974342,55.69542,0.069182135,0.014429743,0.13067047,0.44115427
0.44946257841397386,False,-21.517265,34.97595,54.548454,0.067334086,0.014202322,0.13039507,0.42299077
0.44628671943114795,False,-21.476309,34.97647,52.123615,0.06368546,0.013941556,0.13003455,0.4174364
0.4452049917757364,False,-21.520956,34.979385,52.452328,0.060729716,0.013659709,0.12959118,0.42224222
0.4452049917757364,False,-21.53325,34.982063,51.709393,0.059727862,0.013361235,0.1291309,0.42284778
0.4441807270744974,False,-21.509472,34.986107,48.04528,0.05920062,0.0130665,0.12863813,0.4182014
0.4441807270744974,False,-21.50015,34.988728,44.91594,0.058096156,0.01278633,0.12812835,0.42066437
0.444705690097582,False,-21.484285,34.99338,48.146744,0.05815361,0.012502697,0.12758557,0.41962624
0.4451725987419042,False,-21.453087,35.0028,50.096703,0.05828878,0.012194864,0.12697703,0.41454452
0.4450678447386646,False,-21.44219,35.01008,52.329098,0.058188584,0.011867097,0.1262886,0.42060733
0.4427129453619387,False,-21.436922,35.01024,51.596146,0.058299825,0.011539646,0.12551907,0.42523274
0.44128824928560884,False,-21.425697,35.011696,49.92505,0.058629505,0.011211222,0.12468378,0.4241023
0.44128824928560884,False,-21.415634,35.011585,48.05017,0.058549717,0.010882172,0.12376191,0.4251137
0.44128824928560884,False,-21.418974,35.01046,47.504395,0.058539707,0.010545398,0.12275246,0.429069
0.4399572536995364,False,-21.406366,35.01192,47.80289,0.058084365,0.010172245,0.12164796,0.42837393
0.4393794704919825,False,-21.384598,35.01525,49.750957,0.05818303,0.009750214,0.120382085,0.43052712
0.43872099384818697,False,-21.38009,35.021233,53.880478,0.059449077,0.009280157,0.11891178,0.43351594
0.43797219284509614,False,-21.384663,35.029667,56.740143,0.059863023,0.008767875,0.11730652,0.43425855
0.4377735338638919,False,-21.394012,35.03315,55.768192,0.05986049,0.008232459,0.11562409,0.43730918
0.4356437282090044,False,-21.36931,35.03397,51.904884,0.061216924,0.007700287,0.113909744,0.4376349
0.434586707100771,False,-21.33799,35.031654,43.686783,0.062445305,0.007198365,0.11209795,0.43812722
0.4334949618284811,False,-21.29798,35.034386,40.838036,0.06224676,0.006715362,0.110058405,0.43931454
0.4345065778916798,False,-21.294315,35.041187,37.284004,0.061510786,0.00617618,0.10759099,0.43892688
0.43400839327040974,False,-21.389086,35.04406,28.860249,0.06090753,0.005623496,0.10475694,0.44683307
0.4366009896490457,False,-21.502237,35.036488,26.187037,0.059916236,0.005075052,0.10157634,0.4563763
0.43378981503920355,False,-21.467016,35.03523,25.924557,0.061034735,0.004407149,0.09805904,0.43715492
0.4306457235973593,False,-21.62101,35.01608,26.85115,0.058684632,0.003763165,0.0946327,0.44041547
0.43015374134289985,False,-21.672588,35.01255,34.83411,0.05785196,0.003176574,0.091413245,0.4235398
0.4244118235133598,False,-21.643211,35.0111,42.765144,0.05565978,0.002430254,0.08828193,0.40072727
0.4236639876424181,False,-21.57864,35.007225,49.76875,0.05676663,0.001509133,0.08523159,0.36660907
0.4170637454440817,False,-21.610832,35.004536,52.38367,0.052849453,0.000486785,0.0824077,0.35048857
0.4101941622978397,False,-21.601501,34.997894,52.04364,0.050701104,-0.000582189,0.07989575,0.33795768
